ダウンロードした時刻：2021/02/03 17:42:19

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2016/6/22,24.8,8,1,27.6,8,1,21.8,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,大雨、雷を伴う,8,1
2016/6/23,25.0,8,1,29.6,8,1,21.6,8,1,47.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,晴後曇,8,1
2016/6/24,22.6,8,1,27.8,8,1,19.9,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々大雨、雷を伴う,8,1
2016/6/25,23.8,8,1,28.1,8,1,20.5,8,1,46.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇一時雨,8,1
2016/6/26,23.8,8,1,27.4,8,1,20.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/6/27,23.5,8,1,30.0,8,1,18.3,8,1,19.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨,8,1
2016/6/28,21.0,8,1,24.9,8,1,18.6,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2016/6/29,23.0,8,1,26.2,8,1,20.0,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇一時雨,8,1
2016/6/30,25.4,8,1,28.1,8,1,23.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2016/7/1,27.3,8,1,32.2,8,1,23.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2016/7/2,29.3,8,1,34.5,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇後一時晴,8,1
2016/7/3,29.6,8,1,33.8,8,1,26.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴時々曇,8,1
2016/7/4,29.9,8,1,34.6,8,1,26.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴時々曇,8,1
2016/7/5,29.9,8,1,36.3,8,1,26.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,曇後一時晴,8,1
2016/7/6,29.0,8,1,33.3,8,1,25.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/7/7,29.6,8,1,34.7,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々薄曇,8,1,曇,8,1
2016/7/8,27.0,8,1,30.3,8,1,23.2,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨,8,1
2016/7/9,24.3,8,1,27.1,8,1,21.8,8,1,25.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇,8,1
2016/7/10,28.1,8,1,32.5,8,1,24.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇,8,1
2016/7/11,28.8,8,1,33.7,8,1,25.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2016/7/12,28.3,8,1,31.4,8,1,26.0,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2016/7/13,28.0,8,1,30.0,8,1,26.0,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2016/7/14,27.5,8,1,32.7,8,1,25.0,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,晴後時々雨、雷を伴う,8,1,曇一時雨,8,1
2016/7/15,25.5,8,1,28.0,8,1,23.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,曇,8,1
2016/7/16,26.9,8,1,31.5,8,1,23.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/7/17,28.2,8,1,31.1,8,1,25.2,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2016/7/18,28.3,8,1,32.6,8,1,24.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/7/19,28.4,8,1,33.7,8,1,24.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/7/20,27.9,8,1,34.3,8,1,23.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,晴一時薄曇,8,1
2016/7/21,27.6,8,1,32.7,8,1,23.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,薄曇後一時晴,8,1
2016/7/22,27.9,8,1,34.4,8,1,23.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴後薄曇,8,1
2016/7/23,27.4,8,1,32.8,8,1,23.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴後時々曇,8,1
2016/7/24,26.9,8,1,31.4,8,1,23.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/7/25,27.1,8,1,30.6,8,1,25.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2016/7/26,26.2,8,1,29.1,8,1,24.2,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇一時雨,8,1
2016/7/27,27.8,8,1,32.7,8,1,24.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後一時雨,8,1
2016/7/28,28.8,8,1,33.4,8,1,25.4,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴,8,1
2016/7/29,28.7,8,1,33.5,8,1,25.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴時々曇,8,1
2016/7/30,29.5,8,1,35.8,8,1,26.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇後一時晴,8,1,晴後一時曇,8,1
2016/7/31,29.7,8,1,35.3,8,1,26.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨、雷を伴う,8,1,晴,8,1
2016/8/1,30.2,8,1,34.9,8,1,26.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2016/8/2,29.7,8,1,34.5,8,1,26.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,晴時々薄曇,8,1
2016/8/3,29.6,8,1,35.0,8,1,25.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後晴、雷を伴う,8,1
2016/8/4,30.4,8,1,36.4,8,1,26.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇後一時晴,8,1
2016/8/5,30.4,8,1,36.3,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時雨、雷を伴う,8,1
2016/8/6,30.1,8,1,36.9,8,1,27.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇、雷を伴う,8,1,晴,8,1
2016/8/7,30.6,8,1,36.8,8,1,26.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/8,31.1,8,1,36.3,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/9,30.5,8,1,35.3,8,1,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/10,29.4,8,1,35.2,8,1,25.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,薄曇時々晴,8,1
2016/8/11,29.2,8,1,36.2,8,1,24.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴,8,1
2016/8/12,29.6,8,1,35.4,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/13,30.1,8,1,35.5,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/14,29.8,8,1,35.5,8,1,26.4,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨、雷を伴う,8,1,曇時々晴一時雨、雷を伴う,8,1
2016/8/15,29.6,8,1,35.5,8,1,26.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴,8,1
2016/8/16,30.0,8,1,35.3,8,1,25.6,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇一時雨,8,1
2016/8/17,28.9,8,1,33.6,8,1,25.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,晴一時曇,8,1
2016/8/18,30.3,8,1,36.0,8,1,26.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々曇,8,1
2016/8/19,31.0,8,1,38.1,8,1,27.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇、雷を伴う,8,1,晴一時曇,8,1
2016/8/20,31.6,8,1,37.6,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇時々晴,8,1
2016/8/21,31.3,8,1,36.9,8,1,27.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2016/8/22,31.1,8,1,36.3,8,1,28.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴,8,1
2016/8/23,30.3,8,1,35.9,8,1,27.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇時々晴,8,1
2016/8/24,29.4,8,1,35.5,8,1,26.4,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨、雷を伴う,8,1,曇時々雨後晴,8,1
2016/8/25,29.7,8,1,35.9,8,1,26.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇,8,1
2016/8/26,29.8,8,1,35.3,8,1,26.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,曇,8,1
2016/8/27,27.5,8,1,32.2,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々曇,8,1
2016/8/28,26.7,8,1,32.1,8,1,23.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,曇一時晴,8,1
2016/8/29,24.5,8,1,28.2,8,1,20.8,8,1,145.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,大雨後晴,8,1
2016/8/30,24.7,8,1,28.2,8,1,21.1,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2016/8/31,27.6,8,1,31.7,8,1,24.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2016/9/1,28.0,8,1,32.6,8,1,23.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴一時薄曇,8,1
2016/9/2,28.1,8,1,34.1,8,1,23.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/9/3,29.0,8,1,33.9,8,1,25.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨,8,1,曇時々晴一時雨、雷を伴う,8,1
2016/9/4,29.3,8,1,34.8,8,1,25.6,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇時々雨一時晴,8,1
2016/9/5,27.5,8,1,31.7,8,1,25.1,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2016/9/6,27.4,8,1,33.0,8,1,25.2,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴後時々雨、雷を伴う,8,1,曇,8,1
2016/9/7,28.8,8,1,34.7,8,1,24.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時雨、雷を伴う,8,1
2016/9/8,26.5,8,1,28.8,8,1,23.7,8,1,20.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨、雷を伴う,8,1,晴後曇,8,1
2016/9/9,25.5,8,1,30.2,8,1,22.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/9/10,25.5,8,1,31.4,8,1,21.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々薄曇,8,1,曇,8,1
2016/9/11,27.0,8,1,33.0,8,1,22.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2016/9/12,27.5,8,1,31.2,8,1,23.8,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨、雷を伴う,8,1
2016/9/13,24.9,8,1,26.3,8,1,23.5,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,曇一時雨,8,1
2016/9/14,25.2,8,1,28.1,8,1,23.3,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2016/9/15,25.2,8,1,28.3,8,1,22.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/9/16,26.2,8,1,31.3,8,1,22.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後時々晴,8,1,曇,8,1
2016/9/17,28.0,8,1,31.6,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2016/9/18,25.5,8,1,27.9,8,1,23.2,8,1,14.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2016/9/19,24.0,8,1,26.4,8,1,20.9,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨後曇,8,1
2016/9/20,21.4,8,1,22.4,8,1,20.2,8,1,52.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇,8,1
2016/9/21,22.8,8,1,26.7,8,1,20.5,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,曇一時雨後晴,8,1
2016/9/22,23.1,8,1,26.9,8,1,21.5,8,1,21.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨時々曇,8,1
2016/9/23,23.0,8,1,26.7,8,1,21.1,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後時々晴,8,1,晴後薄曇,8,1
2016/9/24,22.5,8,1,25.5,8,1,20.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/9/25,25.9,8,1,30.7,8,1,22.4,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨時々曇、雷を伴う,8,1
2016/9/26,25.5,8,1,30.2,8,1,22.3,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,晴一時曇,8,1
2016/9/27,27.6,8,1,32.5,8,1,23.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後雨、雷を伴う,8,1
2016/9/28,26.3,8,1,29.5,8,1,23.9,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨一時曇,8,1
2016/9/29,23.0,8,1,26.3,8,1,20.5,8,1,18.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨後晴,8,1
2016/9/30,22.7,8,1,28.0,8,1,19.2,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇時々雨,8,1
2016/10/1,24.3,8,1,27.7,8,1,21.2,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2016/10/2,26.9,8,1,31.2,8,1,23.8,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇一時雨,8,1
2016/10/3,23.9,8,1,27.6,8,1,20.8,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2016/10/4,23.8,8,1,28.9,8,1,21.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/10/5,25.0,8,1,29.0,8,1,20.7,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴時々曇一時雨,8,1
2016/10/6,24.0,8,1,28.8,8,1,20.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/10/7,22.3,8,1,27.6,8,1,17.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇,8,1
2016/10/8,26.3,8,1,31.1,8,1,21.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後雨,8,1
2016/10/9,21.7,8,1,27.2,8,1,17.4,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,晴後一時曇,8,1
2016/10/10,18.6,8,1,22.8,8,1,15.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2016/10/11,18.5,8,1,21.9,8,1,15.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2016/10/12,18.9,8,1,25.0,8,1,15.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴後時々曇,8,1
2016/10/13,17.3,8,1,21.4,8,1,15.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/10/14,17.7,8,1,22.5,8,1,14.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴,8,1
2016/10/15,18.8,8,1,24.9,8,1,13.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴後曇,8,1
2016/10/16,21.8,8,1,27.6,8,1,17.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後雨,8,1
2016/10/17,21.8,8,1,26.4,8,1,18.8,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴後時々曇,8,1
2016/10/18,22.9,8,1,28.5,8,1,19.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇後一時晴,8,1
2016/10/19,23.0,8,1,26.9,8,1,19.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇一時雨,8,1
2016/10/20,22.8,8,1,27.2,8,1,19.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2016/10/21,18.5,8,1,21.9,8,1,16.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇,8,1
2016/10/22,17.5,8,1,20.3,8,1,14.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,曇,8,1
2016/10/23,18.5,8,1,20.7,8,1,15.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴,8,1
2016/10/24,16.6,8,1,22.1,8,1,13.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後時々曇,8,1
2016/10/25,16.5,8,1,19.9,8,1,12.8,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2016/10/26,21.0,8,1,25.8,8,1,17.2,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,曇後時々晴,8,1
2016/10/27,18.3,8,1,23.2,8,1,14.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2016/10/28,16.5,8,1,20.3,8,1,13.7,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨時々曇,8,1
2016/10/29,17.3,8,1,21.6,8,1,12.9,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/10/30,14.8,8,1,19.5,8,1,10.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,薄曇時々晴,8,1
2016/10/31,15.0,8,1,19.9,8,1,10.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,雨時々曇,8,1
2016/11/1,14.3,8,1,19.7,8,1,11.5,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/11/2,13.7,8,1,19.0,8,1,9.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後一時曇,8,1
2016/11/3,14.0,8,1,18.0,8,1,10.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2016/11/4,14.2,8,1,18.7,8,1,9.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/11/5,14.5,8,1,20.3,8,1,9.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後一時曇,8,1
2016/11/6,13.3,8,1,16.4,8,1,9.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2016/11/7,13.2,8,1,18.3,8,1,8.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後時々曇,8,1
2016/11/8,13.5,8,1,15.3,8,1,11.7,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨後曇一時晴,8,1
2016/11/9,10.4,8,1,13.8,8,1,7.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時晴,8,1
2016/11/10,10.1,8,1,12.9,8,1,6.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2016/11/11,14.2,8,1,18.5,8,1,9.9,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,晴,8,1
2016/11/12,14.9,8,1,19.6,8,1,10.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇後一時晴,8,1
2016/11/13,16.0,8,1,21.6,8,1,11.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇,8,1
2016/11/14,15.8,8,1,18.9,8,1,14.5,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨後時々曇,8,1
2016/11/15,16.4,8,1,21.2,8,1,12.5,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2016/11/16,12.2,8,1,15.9,8,1,9.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時薄曇,8,1
2016/11/17,12.3,8,1,18.5,8,1,7.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2016/11/18,13.8,8,1,19.6,8,1,8.0,8,1,0.0,0,8,1,0,1,8,1,0,1,5,1,晴,8,1,雨時々曇,8,1
2016/11/19,16.3,8,1,19.1,8,1,13.7,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴,8,1
2016/11/20,17.4,8,1,20.4,8,1,14.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴,8,1
2016/11/21,15.7,8,1,17.3,8,1,13.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨後曇,8,1
2016/11/22,17.5,8,1,21.2,8,1,14.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2016/11/23,11.2,8,1,15.6,8,1,8.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2016/11/24,9.7,8,1,14.9,8,1,6.4,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴後時々薄曇,8,1
2016/11/25,10.5,8,1,14.8,8,1,6.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,晴,8,1
2016/11/26,11.7,8,1,17.0,8,1,6.9,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨一時曇,8,1
2016/11/27,12.0,8,1,13.1,8,1,11.2,8,1,29.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇一時雨,8,1
2016/11/28,11.5,8,1,14.6,8,1,9.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後時々晴,8,1,曇後一時晴,8,1
2016/11/29,10.4,8,1,14.5,8,1,8.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時晴,8,1
2016/11/30,10.3,8,1,13.0,8,1,7.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2016/12/1,13.6,8,1,16.2,8,1,10.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇一時晴,8,1
2016/12/2,11.7,8,1,15.2,8,1,8.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴,8,1
2016/12/3,11.2,8,1,16.6,8,1,6.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇時々晴,8,1
2016/12/4,11.8,8,1,15.7,8,1,8.3,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後雨,8,1,曇時々雨,8,1
2016/12/5,15.1,8,1,18.0,8,1,12.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇,8,1
2016/12/6,11.6,8,1,14.9,8,1,6.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2016/12/7,9.2,8,1,13.2,8,1,4.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2016/12/8,10.5,8,1,13.8,8,1,7.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴後一時曇,8,1
2016/12/9,11.3,8,1,16.5,8,1,7.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇後一時雨,8,1,晴後時々曇,8,1
2016/12/10,8.6,8,1,12.3,8,1,5.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々曇,8,1
2016/12/11,7.0,8,1,11.0,8,1,4.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/12/12,6.9,8,1,9.9,8,1,3.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2016/12/13,8.7,8,1,10.6,8,1,7.1,8,1,35.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後曇,8,1
2016/12/14,8.6,8,1,11.6,8,1,4.4,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,晴,8,1
2016/12/15,5.8,8,1,9.2,8,1,2.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇時々晴,8,1
2016/12/16,5.7,8,1,8.2,8,1,3.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/12/17,7.6,8,1,12.2,8,1,2.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴一時曇,8,1
