ダウンロードした時刻：2021/02/03 17:31:37

,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇
2010/6/21,28.6,8,1,31.2,8,1,27.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴一時曇,8,1
2010/6/22,28.8,8,1,31.4,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴,8,1
2010/6/23,27.7,8,1,30.9,8,1,26.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,曇後時々雨,8,1
2010/6/24,26.7,8,1,29.9,8,1,24.8,8,1,26.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2010/6/25,28.1,8,1,30.9,8,1,25.5,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2010/6/26,28.9,8,1,31.2,8,1,27.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇時々晴,8,1
2010/6/27,29.0,8,1,32.0,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴,8,1
2010/6/28,29.0,8,1,31.6,8,1,27.1,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴一時雨,8,1
2010/6/29,29.0,8,1,31.9,8,1,27.1,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時雨,8,1
2010/6/30,28.9,8,1,31.1,8,1,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後一時晴,8,1
2010/7/1,27.8,8,1,29.3,8,1,25.0,8,1,33.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇、雷を伴う,8,1,大雨一時曇、雷を伴う,8,1
2010/7/2,27.1,8,1,29.6,8,1,24.9,8,1,29.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴時々曇,8,1
2010/7/3,28.8,8,1,31.1,8,1,27.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/7/4,29.2,8,1,31.7,8,1,27.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後時々晴,8,1
2010/7/5,29.4,8,1,31.5,8,1,28.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後時々晴,8,1
2010/7/6,29.4,8,1,31.4,8,1,28.4,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時雨,8,1
2010/7/7,28.5,8,1,31.3,8,1,25.2,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,曇時々雨,8,1
2010/7/8,28.8,8,1,30.4,8,1,27.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/7/9,29.0,8,1,31.5,8,1,28.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々晴,8,1
2010/7/10,29.3,8,1,32.2,8,1,28.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後晴,8,1
2010/7/11,29.5,8,1,32.3,8,1,28.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/7/12,29.6,8,1,32.8,5,1,27.8,5,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2010/7/13,29.7,8,1,32.8,8,1,27.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/7/14,29.8,8,1,33.2,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々薄曇一時雨,8,1,晴時々曇,8,1
2010/7/15,29.3,8,1,32.8,8,1,26.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,晴,8,1
2010/7/16,29.4,8,1,32.7,8,1,27.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,晴一時雨,8,1
2010/7/17,29.3,8,1,32.2,8,1,25.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴一時雨,8,1
2010/7/18,28.1,8,1,30.1,8,1,26.4,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,雨時々曇,8,1
2010/7/19,26.3,8,1,28.0,8,1,24.3,8,1,46.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇後時々雨、雷を伴う,8,1
2010/7/20,29.0,8,1,32.5,8,1,25.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/7/21,29.0,8,1,32.0,8,1,26.6,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴一時曇,8,1
2010/7/22,27.7,8,1,28.7,8,1,26.5,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇、雷を伴う,8,1,曇時々雨,8,1
2010/7/23,28.1,8,1,31.0,8,1,25.8,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々晴一時雨,8,1
2010/7/24,28.6,8,1,30.7,8,1,26.2,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2010/7/25,29.0,8,1,31.2,8,1,27.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇後一時晴,8,1
2010/7/26,28.8,8,1,30.9,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時雨,8,1
2010/7/27,28.6,8,1,30.6,8,1,24.4,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2010/7/28,29.0,8,1,31.3,5,1,25.7,5,1,17.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後雨,8,1
2010/7/29,26.9,8,1,29.1,8,1,24.3,8,1,81.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,大雨時々曇、雷を伴う,8,1
2010/7/30,28.1,8,1,31.2,8,1,24.8,8,1,76.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨、雷を伴う,8,1,晴時々薄曇一時雨,8,1
2010/7/31,29.5,8,1,32.1,8,1,27.8,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴時々曇一時雨,8,1
2010/8/1,29.8,8,1,32.4,8,1,28.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/8/2,29.6,8,1,32.0,8,1,28.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2010/8/3,29.5,8,1,32.3,8,1,28.3,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,晴時々雨一時曇,8,1,晴一時雨,8,1
2010/8/4,29.7,8,1,32.3,8,1,27.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時雨,8,1
2010/8/5,28.6,8,1,31.0,8,1,26.9,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇一時晴,8,1,曇時々雨,8,1
2010/8/6,29.0,8,1,31.5,8,1,27.0,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,雨時々晴,8,1,曇時々晴一時雨,8,1
2010/8/7,28.3,8,1,30.6,8,1,26.0,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴時々雨,8,1
2010/8/8,27.8,8,1,30.7,8,1,25.8,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇一時晴,8,1,曇時々雨,8,1
2010/8/9,27.1,8,1,28.5,8,1,24.3,8,1,84.5,0,8,1,0,1,8,1,0,1,8,1,大雨一時曇,8,1,大雨,8,1
2010/8/10,28.2,8,1,29.7,8,1,25.7,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々雨一時晴,8,1
2010/8/11,29.2,8,1,31.6,8,1,27.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2010/8/12,29.1,8,1,31.2,8,1,27.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,薄曇時々晴,8,1
2010/8/13,29.5,8,1,32.2,8,1,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴,8,1
2010/8/14,29.2,8,1,32.0,8,1,27.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴一時薄曇,8,1
2010/8/15,29.4,8,1,32.9,8,1,27.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴後一時曇,8,1
2010/8/16,29.1,8,1,32.0,8,1,26.2,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴時々雨,8,1
2010/8/17,28.9,8,1,31.2,8,1,27.0,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々晴一時雨,8,1
2010/8/18,28.5,8,1,31.1,8,1,25.6,8,1,23.5,0,8,1,0,1,8,1,0,1,8,1,晴時々雨一時曇、雷を伴う,8,1,晴後一時雨,8,1
2010/8/19,29.4,8,1,32.5,8,1,25.3,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2010/8/20,29.4,8,1,32.3,8,1,27.4,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴時々雨,8,1,晴時々曇,8,1
2010/8/21,29.6,8,1,32.3,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々雨,8,1
2010/8/22,29.7,8,1,32.5,8,1,27.8,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴時々雨,8,1
2010/8/23,28.8,8,1,31.9,8,1,26.4,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,晴時々雨,8,1,晴一時雨,8,1
2010/8/24,29.4,8,1,32.6,8,1,27.0,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴時々雨,8,1,晴時々雨,8,1
2010/8/25,28.7,8,1,32.0,8,1,26.4,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴時々曇一時雨、雷を伴う,8,1
2010/8/26,28.7,8,1,32.1,8,1,25.8,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇時々雨、雷を伴う,8,1
2010/8/27,28.3,8,1,31.9,8,1,25.7,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2010/8/28,28.1,8,1,31.4,8,1,25.8,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨一時晴,8,1
2010/8/29,28.4,8,1,31.5,8,1,26.5,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,晴時々曇一時雨,8,1
2010/8/30,28.7,8,1,31.7,8,1,25.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,曇時々雨一時晴,8,1
2010/8/31,27.7,8,1,30.9,8,1,25.7,8,1,69.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,大雨一時曇,8,1
2010/9/1,27.7,8,1,30.8,8,1,25.2,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨一時晴,8,1
2010/9/2,28.4,8,1,31.2,8,1,26.1,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2010/9/3,28.7,8,1,31.3,8,1,26.9,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇時々雨,8,1
2010/9/4,27.2,8,1,30.0,8,1,25.6,8,1,38.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,曇時々雨,8,1
2010/9/5,26.7,8,1,29.9,8,1,24.6,8,1,56.0,0,8,1,0,1,8,1,0,1,8,1,曇時々大雨,8,1,曇時々雨,8,1
2010/9/6,27.0,8,1,28.6,5,1,25.0,5,1,22.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々雨一時晴,8,1
2010/9/7,27.9,8,1,30.7,8,1,25.3,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴,8,1
2010/9/8,28.5,8,1,31.4,8,1,26.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2010/9/9,28.2,8,1,31.2,8,1,26.4,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴,8,1
2010/9/10,28.8,8,1,32.3,8,1,26.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/11,29.0,8,1,32.0,8,1,27.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴,8,1
2010/9/12,29.1,8,1,32.5,8,1,26.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/13,29.1,8,1,32.2,8,1,26.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/14,28.3,8,1,32.6,8,1,26.3,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々雨,8,1,晴,8,1
2010/9/15,28.4,8,1,32.3,8,1,25.6,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨、雷を伴う,8,1,晴,8,1
2010/9/16,27.7,8,1,31.9,8,1,25.8,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴時々雨一時曇,8,1,晴時々曇一時雨,8,1
2010/9/17,27.2,8,1,31.4,8,1,23.7,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,曇時々雨,8,1
2010/9/18,28.4,8,1,31.1,8,1,25.2,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々晴,8,1
2010/9/19,28.6,8,1,31.1,8,1,27.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/9/20,28.7,8,1,31.9,8,1,26.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/21,28.9,8,1,32.2,8,1,26.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/22,28.6,8,1,32.1,8,1,25.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時薄曇,8,1
2010/9/23,28.2,8,1,30.6,8,1,26.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴時々曇,8,1
2010/9/24,27.3,8,1,29.3,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴一時曇,8,1
2010/9/25,27.2,8,1,29.5,8,1,25.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/26,26.9,8,1,29.5,8,1,24.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/27,26.8,8,1,29.4,8,1,23.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/9/28,27.3,8,1,30.5,8,1,24.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2010/9/29,28.2,8,1,31.6,8,1,25.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴時々大雨、雷を伴う,8,1
2010/9/30,28.0,8,1,31.3,8,1,24.9,8,1,34.5,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,雨時々曇一時晴、雷を伴う,8,1
2010/10/1,27.5,8,1,30.7,8,1,24.0,8,1,54.0,0,8,1,0,1,8,1,0,1,8,1,大雨一時晴後薄曇、雷を伴う,8,1,晴一時薄曇,8,1
2010/10/2,28.4,8,1,31.8,8,1,25.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/10/3,27.7,8,1,30.6,8,1,25.4,8,1,14.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時雨、雷を伴う,8,1
2010/10/4,26.6,8,1,28.6,8,1,25.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨、雷を伴う,8,1,曇時々晴,8,1
2010/10/5,25.0,8,1,27.0,8,1,22.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/10/6,24.3,8,1,27.5,8,1,20.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,　薄曇後時々晴,8,1
2010/10/7,25.1,8,1,28.5,8,1,21.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇,8,1
2010/10/8,25.8,8,1,27.8,8,1,22.4,8,1,35.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,大雨,8,1
2010/10/9,24.8,8,1,27.1,8,1,22.3,8,1,81.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,晴一時曇,8,1
2010/10/10,25.6,8,1,29.2,8,1,22.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,晴時々曇,8,1
2010/10/11,26.6,8,1,29.6,8,1,23.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2010/10/12,27.8,8,1,31.3,8,1,25.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/10/13,27.2,8,1,29.9,8,1,24.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々曇一時雨、雷を伴う,8,1
2010/10/14,27.2,8,1,29.7,8,1,25.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々雨一時晴、雷を伴う,8,1
2010/10/15,25.2,8,1,26.9,8,1,24.2,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,曇後一時雨,8,1
2010/10/16,25.3,8,1,28.3,8,1,23.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2010/10/17,25.9,8,1,29.3,8,1,23.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇後一時雨,8,1
2010/10/18,26.1,8,1,27.9,5,1,23.5,5,1,17.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々雨,8,1
2010/10/19,25.5,8,1,27.5,8,1,23.6,8,1,14.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々雨,8,1
2010/10/20,25.6,8,1,28.7,8,1,23.7,8,1,29.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2010/10/21,26.2,8,1,28.9,8,1,24.4,8,1,38.5,0,8,1,0,1,8,1,0,1,8,1,曇時々大雨,8,1,曇一時雨,8,1
2010/10/22,26.7,8,1,29.9,8,1,24.3,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴時々曇一時雨,8,1
2010/10/23,27.5,8,1,30.6,8,1,24.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/10/24,27.6,8,1,31.2,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/10/25,27.1,8,1,29.8,8,1,25.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴一時曇,8,1
2010/10/26,23.8,8,1,26.1,8,1,21.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時雨,8,1
2010/10/27,22.3,8,1,23.9,8,1,20.3,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2010/10/28,21.9,8,1,23.4,8,1,19.6,8,1,58.0,0,8,1,0,1,8,1,0,1,8,1,暴風雨,8,1,雨時々曇、大風を伴う,8,1
2010/10/29,23.1,8,1,24.6,8,1,22.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,曇一時晴,8,1
2010/10/30,23.7,8,1,25.6,8,1,21.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2010/10/31,23.6,8,1,25.5,8,1,22.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴,8,1
2010/11/1,22.1,8,1,23.9,8,1,20.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/11/2,21.7,8,1,24.3,8,1,18.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2010/11/3,21.5,8,1,23.3,8,1,19.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,晴,8,1
2010/11/4,21.5,8,1,24.3,8,1,19.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時晴,8,1
2010/11/5,21.6,8,1,23.0,8,1,20.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2010/11/6,22.7,8,1,24.3,8,1,21.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2010/11/7,22.3,8,1,23.6,8,1,21.6,8,1,20.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨,8,1
2010/11/8,22.7,8,1,25.0,8,1,20.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴一時曇,8,1
2010/11/9,20.5,8,1,22.2,8,1,18.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴一時薄曇,8,1
2010/11/10,19.8,8,1,23.6,8,1,16.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇後晴,8,1
2010/11/11,21.5,8,1,24.9,8,1,18.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,薄曇一時晴,8,1
2010/11/12,22.8,8,1,24.8,8,1,20.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,雨時々曇,8,1
2010/11/13,22.0,8,1,23.4,8,1,19.9,8,1,127.0,0,8,1,0,1,8,1,0,1,8,1,大雨時々曇,8,1,曇時々雨,8,1
2010/11/14,23.2,8,1,25.2,8,1,21.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2010/11/15,22.3,8,1,24.1,8,1,21.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2010/11/16,20.2,8,1,21.1,8,1,19.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々雨,8,1
2010/11/17,21.0,8,1,23.8,8,1,19.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇一時雨,8,1
2010/11/18,21.0,8,1,23.2,8,1,20.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後時々雨,8,1
2010/11/19,20.2,8,1,21.5,8,1,19.2,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2010/11/20,21.5,8,1,24.8,8,1,19.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2010/11/21,22.3,8,1,26.0,8,1,18.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/11/22,22.8,8,1,26.3,8,1,19.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇時々雨,8,1
2010/11/23,21.8,8,1,22.9,8,1,19.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後晴,8,1
2010/11/24,21.5,8,1,24.3,8,1,18.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2010/11/25,21.6,8,1,23.6,8,1,18.9,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々雨,8,1
2010/11/26,19.4,8,1,21.1,8,1,17.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2010/11/27,19.0,8,1,21.8,8,1,16.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/11/28,19.8,8,1,23.4,8,1,16.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時雨,8,1
2010/11/29,20.9,8,1,22.5,8,1,19.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2010/11/30,21.9,8,1,23.2,8,1,19.8,8,1,23.0,0,8,1,0,1,8,1,0,1,8,1,雨後時々晴,8,1,晴,8,1
2010/12/1,22.8,8,1,26.0,8,1,18.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴一時雨,8,1
2010/12/2,23.8,8,1,26.9,8,1,22.0,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇時々雨,8,1
2010/12/3,20.6,8,1,22.7,8,1,17.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴時々曇,8,1
2010/12/4,18.7,8,1,21.8,8,1,16.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2010/12/5,20.4,8,1,23.7,8,1,16.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々雨一時晴,8,1
2010/12/6,21.0,8,1,24.3,8,1,18.0,8,1,14.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴時々曇一時雨,8,1
2010/12/7,17.9,8,1,20.0,8,1,15.9,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇時々雨一時晴,8,1
2010/12/8,16.9,8,1,18.4,8,1,16.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇一時雨,8,1
2010/12/9,17.6,8,1,19.6,8,1,15.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴一時曇,8,1
2010/12/10,17.2,8,1,20.5,8,1,12.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2010/12/11,18.6,8,1,23.3,8,1,14.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々曇,8,1
2010/12/12,21.2,8,1,24.0,8,1,16.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴,8,1
