ダウンロードした時刻：2021/02/03 17:52:42

,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢
2016/6/14,22.3,8,1,26.6,8,1,19.4,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後時々晴,8,1,晴,8,1
2016/6/15,25.1,8,1,29.7,8,1,19.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2016/6/16,24.5,8,1,30.3,8,1,21.1,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨,8,1
2016/6/17,22.9,8,1,26.2,8,1,20.5,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴,8,1
2016/6/18,23.3,8,1,26.8,8,1,18.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,薄曇,8,1
2016/6/19,23.7,8,1,27.7,8,1,20.9,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,曇一時雨後時々晴,8,1
2016/6/20,24.5,8,1,26.9,8,1,22.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,薄曇後一時雨,8,1
2016/6/21,23.7,8,1,29.1,8,1,20.2,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,曇,8,1
2016/6/22,24.2,8,1,27.5,8,1,21.7,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2016/6/23,21.4,8,1,24.2,8,1,19.7,8,1,24.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2016/6/24,22.6,8,1,29.5,8,1,19.2,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,大雨後曇、雷を伴う,8,1
2016/6/25,23.4,8,1,27.2,8,1,19.4,8,1,24.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後大雨,8,1
2016/6/26,21.5,8,1,25.7,8,1,18.1,8,1,44.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2016/6/27,23.3,8,1,28.9,8,1,18.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇後雨,8,1
2016/6/28,20.6,8,1,24.7,8,1,18.3,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2016/6/29,22.4,8,1,27.4,8,1,18.9,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨後時々曇,8,1
2016/6/30,24.2,8,1,27.5,8,1,21.3,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,薄曇時々晴,8,1
2016/7/1,26.7,8,1,30.0,8,1,22.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇,8,1
2016/7/2,29.5,8,1,37.0,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇時々雨,8,1
2016/7/3,25.3,8,1,29.7,8,1,23.8,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇後雨,8,1
2016/7/4,24.6,8,1,28.6,8,1,22.2,8,1,14.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇時々雨,8,1
2016/7/5,26.0,8,1,31.7,8,1,22.7,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴一時雨、雷を伴う,8,1
2016/7/6,28.3,8,1,33.5,8,1,23.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時雨,8,1
2016/7/7,24.9,8,1,28.3,8,1,23.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,薄曇,8,1
2016/7/8,25.3,8,1,30.2,8,1,22.5,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨一時曇,8,1
2016/7/9,23.5,8,1,25.9,8,1,22.1,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,曇一時雨,8,1
2016/7/10,25.3,8,1,29.8,8,1,22.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴一時薄曇,8,1
2016/7/11,25.5,8,1,29.3,8,1,22.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇後時々晴,8,1
2016/7/12,26.2,8,1,30.5,8,1,22.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨,8,1,曇後時々雨,8,1
2016/7/13,27.3,8,1,33.3,8,1,24.5,8,1,21.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2016/7/14,25.6,8,1,29.6,8,1,22.4,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,雨一時曇,8,1
2016/7/15,22.4,8,1,24.9,8,1,20.3,8,1,21.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々晴一時雨,8,1
2016/7/16,24.9,8,1,28.2,8,1,21.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後一時雨,8,1
2016/7/17,25.4,8,1,27.1,8,1,24.1,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇後一時晴,8,1
2016/7/18,25.1,8,1,28.0,8,1,22.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴一時曇,8,1
2016/7/19,25.1,8,1,29.6,8,1,20.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2016/7/20,25.0,8,1,29.3,8,1,22.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2016/7/21,24.3,8,1,28.1,8,1,22.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,薄曇,8,1
2016/7/22,24.9,8,1,29.2,8,1,21.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,晴一時曇,8,1
2016/7/23,26.8,8,1,31.5,8,1,22.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇後一時晴,8,1
2016/7/24,27.7,8,1,31.8,8,1,24.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇,8,1
2016/7/25,27.1,8,1,32.2,8,1,24.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,雨時々曇,8,1
2016/7/26,25.1,8,1,28.1,8,1,22.0,8,1,39.0,0,8,1,0,1,8,1,0,1,8,1,大雨後曇,8,1,曇,8,1
2016/7/27,28.6,8,1,32.1,8,1,25.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後一時晴,8,1
2016/7/28,29.7,8,1,33.4,8,1,25.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇後晴,8,1
2016/7/29,29.6,8,1,33.7,8,1,25.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/7/30,29.0,8,1,33.4,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/7/31,28.8,8,1,32.0,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時薄曇,8,1
2016/8/1,27.8,8,1,31.3,8,1,25.4,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇一時雨,8,1
2016/8/2,27.5,8,1,31.9,8,1,25.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇、雷を伴う,8,1
2016/8/3,27.5,8,1,31.9,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後一時曇,8,1
2016/8/4,27.8,8,1,32.0,8,1,24.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/5,28.3,8,1,33.0,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/8/6,29.0,8,1,34.1,8,1,25.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2016/8/7,30.1,8,1,33.9,8,1,26.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後一時曇,8,1
2016/8/8,29.1,8,1,32.7,8,1,27.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2016/8/9,27.9,8,1,30.8,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴,8,1
2016/8/10,26.3,8,1,29.8,8,1,23.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴後一時薄曇,8,1
2016/8/11,26.5,8,1,31.5,8,1,22.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後晴,8,1,晴,8,1
2016/8/12,27.7,8,1,32.3,8,1,23.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/13,29.0,8,1,33.7,8,1,24.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/8/14,28.6,8,1,32.7,8,1,24.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴,8,1
2016/8/15,27.3,8,1,31.2,8,1,23.1,8,1,28.0,0,8,1,0,1,8,1,0,1,8,1,雨後晴、雷を伴う,8,1,晴後一時曇,8,1
2016/8/16,27.0,8,1,32.1,8,1,24.8,8,1,61.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時大雨,8,1,　曇一時晴,8,1
2016/8/17,27.3,8,1,30.7,8,1,25.1,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,曇一時晴,8,1
2016/8/18,28.3,8,1,32.9,8,1,25.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴一時曇,8,1
2016/8/19,28.9,8,1,33.3,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2016/8/20,28.8,8,1,32.6,8,1,26.7,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇一時雨,8,1
2016/8/21,29.5,8,1,33.4,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/8/22,28.7,8,1,33.1,8,1,26.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇一時雨,8,1
2016/8/23,27.6,8,1,31.5,8,1,25.2,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇時々晴,8,1
2016/8/24,27.7,8,1,32.1,8,1,24.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後晴,8,1
2016/8/25,29.7,8,1,33.9,8,1,25.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇一時雨,8,1
2016/8/26,27.1,8,1,33.7,8,1,22.1,8,1,13.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,雨,8,1
2016/8/27,23.1,8,1,26.5,8,1,20.7,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2016/8/28,24.2,8,1,27.2,8,1,21.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇時々晴,8,1
2016/8/29,25.8,8,1,32.5,8,1,22.0,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨一時曇,8,1
2016/8/30,22.0,8,1,24.8,8,1,20.3,8,1,65.5,0,8,1,0,1,8,1,0,1,8,1,大雨一時曇,8,1,晴後一時曇,8,1
2016/8/31,27.6,8,1,33.2,8,1,23.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/9/1,26.4,8,1,32.0,8,1,21.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,薄曇後晴,8,1
2016/9/2,26.6,8,1,31.0,8,1,22.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴一時薄曇,8,1
2016/9/3,27.7,8,1,32.7,8,1,23.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後一時曇,8,1
2016/9/4,27.8,8,1,32.6,8,1,25.1,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴,8,1
2016/9/5,26.9,8,1,30.5,8,1,24.3,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨時々曇後晴,8,1
2016/9/6,26.1,8,1,29.1,8,1,24.0,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,曇,8,1
2016/9/7,27.1,8,1,31.6,8,1,25.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,曇後一時雨,8,1
2016/9/8,24.0,8,1,25.8,8,1,21.3,8,1,24.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇、雷を伴う,8,1,曇一時雨,8,1
2016/9/9,23.4,8,1,26.2,8,1,20.8,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴一時雨,8,1
2016/9/10,23.8,8,1,27.2,8,1,20.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇,8,1
2016/9/11,24.9,8,1,29.5,8,1,22.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,曇一時晴,8,1
2016/9/12,24.3,8,1,28.3,8,1,22.0,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,大雨,8,1
2016/9/13,23.1,8,1,26.9,8,1,21.2,8,1,48.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2016/9/14,23.9,8,1,27.3,8,1,22.3,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2016/9/15,23.7,8,1,26.6,8,1,22.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇,8,1
2016/9/16,24.0,8,1,28.1,8,1,21.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/9/17,23.6,8,1,27.6,8,1,20.9,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨,8,1
2016/9/18,21.4,8,1,22.7,8,1,20.9,8,1,93.0,0,8,1,0,1,8,1,0,1,8,1,大雨後一時曇,8,1,雨一時曇,8,1
2016/9/19,20.4,8,1,21.3,8,1,19.5,8,1,26.0,0,8,1,0,1,8,1,0,1,8,1,雨後一時曇,8,1,雨後一時曇,8,1
2016/9/20,19.2,8,1,20.4,8,1,18.2,8,1,45.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇時々雨,8,1
2016/9/21,21.8,8,1,24.8,8,1,19.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時雨,8,1
2016/9/22,22.0,8,1,25.8,8,1,20.1,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨後一時曇,8,1
2016/9/23,20.5,8,1,22.9,8,1,18.5,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴一時曇,8,1
2016/9/24,21.6,8,1,25.5,8,1,17.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴一時曇,8,1
2016/9/25,24.5,8,1,29.6,8,1,20.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇,8,1
2016/9/26,24.4,8,1,26.8,8,1,22.7,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇時々雨後一時晴,8,1
2016/9/27,26.4,8,1,32.3,8,1,21.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇後雨,8,1
2016/9/28,23.5,8,1,26.0,8,1,22.1,8,1,43.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,大雨,8,1
2016/9/29,20.2,8,1,22.3,8,1,17.9,8,1,46.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,薄曇後晴,8,1
2016/9/30,19.4,8,1,23.3,8,1,15.2,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,雨一時曇,8,1
2016/10/1,20.7,8,1,25.7,8,1,16.3,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,曇一時晴,8,1
2016/10/2,23.9,8,1,28.5,8,1,20.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後薄曇,8,1
2016/10/3,24.9,8,1,28.2,8,1,21.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴,8,1
2016/10/4,23.5,8,1,25.8,8,1,20.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇後一時晴,8,1
2016/10/5,23.7,8,1,32.2,8,1,19.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇時々雨、大風を伴う,8,1
2016/10/6,20.9,8,1,24.0,8,1,17.3,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,晴,8,1
2016/10/7,19.4,8,1,23.7,8,1,14.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇一時雨,8,1
2016/10/8,22.3,8,1,27.5,8,1,18.8,8,1,41.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇、雷を伴う,8,1,大雨一時曇,8,1
2016/10/9,18.2,8,1,21.6,8,1,15.5,8,1,43.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2016/10/10,16.2,8,1,19.1,8,1,14.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後晴,8,1
2016/10/11,16.7,8,1,21.2,8,1,12.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴一時曇,8,1
2016/10/12,15.7,8,1,21.0,8,1,12.7,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,曇一時晴,8,1
2016/10/13,15.2,8,1,19.0,8,1,12.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴一時曇,8,1
2016/10/14,15.8,8,1,22.0,8,1,10.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/10/15,16.7,8,1,23.5,8,1,10.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/10/16,19.1,8,1,25.8,8,1,13.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨一時曇,8,1
2016/10/17,20.3,8,1,24.8,8,1,16.4,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴,8,1
2016/10/18,21.1,8,1,25.4,8,1,18.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々曇,8,1
2016/10/19,20.9,8,1,25.1,8,1,18.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇一時晴,8,1
2016/10/20,19.7,8,1,23.7,8,1,14.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴時々曇,8,1
2016/10/21,14.8,8,1,19.0,8,1,12.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴一時薄曇,8,1
2016/10/22,15.7,8,1,19.0,8,1,11.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇,8,1
2016/10/23,15.7,8,1,20.1,8,1,12.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇後晴,8,1
2016/10/24,13.3,8,1,18.4,8,1,9.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/10/25,17.0,8,1,23.2,8,1,9.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨時々曇,8,1
2016/10/26,19.5,8,1,23.9,8,1,16.7,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,曇一時雨,8,1
2016/10/27,15.0,8,1,18.8,8,1,10.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2016/10/28,13.2,8,1,15.5,8,1,10.2,8,1,27.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨後一時曇,8,1
2016/10/29,13.2,8,1,15.5,8,1,9.9,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,晴一時曇,8,1
2016/10/30,12.0,8,1,17.2,8,1,7.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/10/31,14.1,8,1,19.2,8,1,7.8,8,1,0.0,0,8,1,0,1,8,1,0,1,5,1,曇一時晴,8,1,曇後時々雨,8,1
2016/11/1,11.8,8,1,15.7,8,1,7.7,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,晴,8,1
2016/11/2,11.2,8,1,17.1,8,1,5.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後雨一時曇,8,1
2016/11/3,11.8,8,1,14.8,8,1,10.3,8,1,28.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇、雷を伴う,8,1,曇時々雨一時晴,8,1
2016/11/4,12.3,8,1,17.1,8,1,8.5,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/11/5,14.9,8,1,19.7,8,1,8.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,快晴,8,1,曇時々雨一時晴,8,1
2016/11/6,12.1,8,1,15.2,8,1,9.3,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇一時雨後晴,8,1
2016/11/7,11.2,8,1,15.7,8,1,7.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後薄曇,8,1
2016/11/8,12.6,8,1,19.3,8,1,8.1,8,1,27.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨,8,1
2016/11/9,7.1,8,1,10.2,8,1,5.4,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇、あられを伴う,8,1,曇時々雨、あられを伴う,8,1
2016/11/10,8.9,8,1,11.3,8,1,6.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2016/11/11,13.4,8,1,19.0,8,1,8.7,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,曇一時雨,8,1
2016/11/12,14.0,8,1,18.2,8,1,9.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時薄曇,8,1
2016/11/13,14.1,8,1,20.9,8,1,8.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇,8,1
2016/11/14,14.9,8,1,20.0,8,1,10.4,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨後一時曇,8,1
2016/11/15,14.4,8,1,19.3,8,1,10.2,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時晴,8,1
2016/11/16,9.9,8,1,13.0,8,1,8.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々曇,8,1
2016/11/17,9.2,8,1,12.5,8,1,6.0,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,雨後一時晴,8,1,快晴,8,1
2016/11/18,9.9,8,1,15.3,8,1,3.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時晴後雨,8,1
2016/11/19,14.9,8,1,18.9,8,1,11.4,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇後一時晴,8,1
2016/11/20,16.1,8,1,19.0,8,1,13.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後晴,8,1
2016/11/21,13.9,8,1,17.9,8,1,10.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇後一時雨,8,1
2016/11/22,14.6,8,1,18.5,8,1,7.2,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,雨一時曇,8,1
2016/11/23,6.4,8,1,8.3,8,1,4.9,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,雨後晴一時曇,8,1,曇,8,1
2016/11/24,7.4,8,1,11.1,8,1,5.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,晴時々曇,8,1
2016/11/25,8.1,8,1,11.1,8,1,4.8,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、あられを伴う,8,1,曇時々雨後一時晴,8,1
2016/11/26,10.5,8,1,15.3,8,1,5.7,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨一時曇,8,1
2016/11/27,11.2,8,1,11.8,8,1,10.4,8,1,21.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨時々曇,8,1
2016/11/28,9.6,8,1,12.7,8,1,7.1,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴後時々雨,8,1,雨時々曇,8,1
2016/11/29,7.6,8,1,10.6,8,1,6.1,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨後晴,8,1
2016/11/30,7.2,8,1,10.4,8,1,3.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇一時雨,8,1
2016/12/1,14.2,8,1,17.5,8,1,8.5,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨後時々晴,8,1
2016/12/2,10.0,8,1,12.4,8,1,8.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々曇,8,1
2016/12/3,11.4,8,1,16.1,8,1,7.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2016/12/4,12.0,8,1,19.5,8,1,4.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨,8,1,雨一時曇,8,1
2016/12/5,13.3,8,1,16.5,8,1,10.8,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後時々雨、雷・あられを伴う,8,1
2016/12/6,8.5,8,1,13.9,8,1,4.6,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、あられを伴う,8,1,雨時々曇後晴,8,1
2016/12/7,6.9,8,1,9.9,8,1,3.0,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後雨,8,1,雨時々曇一時晴、雷・あられを伴う,8,1
