ダウンロードした時刻：2021/02/03 17:20:28

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2010/6/22,26.1,8,1,29.2,8,1,24.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴後雨,8,1
2010/6/23,24.2,8,1,25.5,8,1,22.4,8,1,20.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2010/6/24,25.1,8,1,28.3,8,1,22.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後晴,8,1,晴後薄曇,8,1
2010/6/25,26.2,8,1,31.2,8,1,22.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇一時晴,8,1
2010/6/26,26.2,8,1,28.7,8,1,24.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨一時曇,8,1
2010/6/27,26.6,8,1,29.0,8,1,24.4,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2010/6/28,28.0,8,1,31.8,8,1,25.2,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨、雷を伴う,8,1,曇時々雨,8,1
2010/6/29,26.4,8,1,28.8,8,1,23.7,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨時々曇、雷を伴う,8,1
2010/6/30,25.6,8,1,28.9,8,1,22.7,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,晴後曇,8,1
2010/7/1,27.0,8,1,29.5,8,1,24.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇時々晴,8,1
2010/7/2,26.6,8,1,31.0,8,1,23.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇後晴一時雨,8,1,曇,8,1
2010/7/3,26.2,8,1,28.8,8,1,24.3,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨一時曇,8,1
2010/7/4,27.2,8,1,31.6,8,1,24.3,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,曇一時雨,8,1
2010/7/5,26.8,8,1,30.3,8,1,24.9,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,曇一時雨,8,1
2010/7/6,27.1,8,1,30.6,8,1,24.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,曇時々雨,8,1
2010/7/7,25.4,8,1,27.8,8,1,22.9,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨一時晴,8,1
2010/7/8,26.4,8,1,30.1,8,1,23.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,曇一時晴,8,1
2010/7/9,25.5,8,1,27.8,8,1,22.7,8,1,24.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇時々雨後晴,8,1
2010/7/10,27.3,8,1,31.1,8,1,23.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴後薄曇,8,1
2010/7/11,26.3,8,1,28.9,8,1,24.4,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨後一時曇,8,1
2010/7/12,27.4,8,1,29.1,8,1,26.2,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2010/7/13,23.8,8,1,27.2,8,1,19.9,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2010/7/14,26.1,8,1,31.3,8,1,20.0,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇一時晴,8,1
2010/7/15,28.4,8,1,31.4,8,1,26.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2010/7/16,28.5,8,1,31.9,8,1,25.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々薄曇,8,1
2010/7/17,28.3,8,1,32.1,8,1,26.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,薄曇後晴,8,1
2010/7/18,28.3,8,1,31.7,8,1,25.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/7/19,29.8,8,1,34.5,8,1,26.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇一時晴,8,1
2010/7/20,30.8,8,1,34.5,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇,8,1
2010/7/21,31.5,8,1,36.3,8,1,28.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,快晴,8,1
2010/7/22,31.4,8,1,36.1,8,1,27.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴一時雨,8,1
2010/7/23,30.8,8,1,35.7,8,1,26.8,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2010/7/24,30.8,8,1,35.8,8,1,26.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴、雷を伴う,8,1
2010/7/25,29.5,8,1,34.4,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇時々雨後晴,8,1
2010/7/26,28.6,8,1,33.3,8,1,25.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,雨後曇、雷を伴う,8,1
2010/7/27,29.8,8,1,33.8,8,1,26.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時薄曇,8,1
2010/7/28,30.0,8,1,34.2,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々薄曇,8,1
2010/7/29,26.3,8,1,27.9,8,1,24.4,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨時々曇,8,1
2010/7/30,26.8,8,1,29.2,8,1,25.3,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇一時晴,8,1,曇時々晴,8,1
2010/7/31,29.2,8,1,32.2,8,1,26.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,薄曇,8,1
2010/8/1,29.8,8,1,34.1,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇後一時晴,8,1,薄曇,8,1
2010/8/2,29.4,8,1,32.2,8,1,27.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇後晴,8,1
2010/8/3,29.5,8,1,33.3,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2010/8/4,29.8,8,1,33.8,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/8/5,30.0,8,1,33.4,8,1,27.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/8/6,29.6,8,1,33.6,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/8/7,29.2,8,1,33.2,8,1,26.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇時々晴,8,1
2010/8/8,29.2,8,1,32.5,8,1,26.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後雨,8,1
2010/8/9,26.3,8,1,28.9,8,1,23.6,8,1,24.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇後時々晴,8,1
2010/8/10,27.7,8,1,30.5,8,1,25.8,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇後晴,8,1,曇後時々晴,8,1
2010/8/11,28.9,8,1,31.9,8,1,26.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴時々曇,8,1
2010/8/12,28.7,8,1,32.3,8,1,26.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇,8,1
2010/8/13,28.3,8,1,30.3,8,1,26.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/8/14,29.4,8,1,32.6,8,1,26.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/8/15,31.4,8,1,35.5,8,1,28.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇後晴,8,1
2010/8/16,32.2,8,1,36.3,8,1,28.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後一時晴,8,1,薄曇後一時晴,8,1
2010/8/17,32.3,8,1,37.2,8,1,28.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2010/8/18,30.4,8,1,35.1,8,1,27.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇、雷を伴う,8,1
2010/8/19,28.7,8,1,33.1,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇一時晴,8,1
2010/8/20,27.8,8,1,31.8,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/8/21,28.6,8,1,32.8,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2010/8/22,29.9,8,1,34.6,8,1,26.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2010/8/23,30.3,8,1,35.1,8,1,27.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2010/8/24,29.7,8,1,33.9,8,1,27.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇時々晴,8,1
2010/8/25,30.1,8,1,33.8,8,1,27.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/8/26,29.9,8,1,34.7,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後一時曇,8,1
2010/8/27,30.0,8,1,33.8,8,1,27.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/8/28,30.1,8,1,34.7,8,1,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴時々薄曇,8,1
2010/8/29,30.2,8,1,34.4,8,1,26.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴時々薄曇,8,1
2010/8/30,30.5,8,1,34.8,8,1,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後一時晴,8,1,晴,8,1
2010/8/31,30.8,8,1,35.8,8,1,27.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/1,30.4,8,1,35.9,8,1,27.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2010/9/2,30.1,8,1,34.6,8,1,27.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇後晴,8,1
2010/9/3,30.5,8,1,34.5,8,1,26.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴後一時薄曇,8,1
2010/9/4,31.2,8,1,35.9,8,1,28.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2010/9/5,30.1,8,1,34.3,8,1,28.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴時々曇,8,1
2010/9/6,29.8,8,1,34.1,8,1,27.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,薄曇時々晴,8,1
2010/9/7,31.0,8,1,35.7,8,1,27.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇一時晴,8,1
2010/9/8,25.8,8,1,30.5,8,1,22.8,8,1,102.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇時々雨,8,1
2010/9/9,24.6,8,1,28.6,8,1,22.0,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇時々晴,8,1
2010/9/10,26.0,8,1,29.4,8,1,23.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2010/9/11,28.4,8,1,31.7,8,1,24.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇一時晴,8,1
2010/9/12,28.1,8,1,31.7,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇,8,1
2010/9/13,28.7,8,1,33.2,8,1,24.7,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇一時雨、雷を伴う,8,1
2010/9/14,25.8,8,1,30.4,8,1,22.2,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,曇時々雨,8,1
2010/9/15,23.0,8,1,25.7,8,1,20.7,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,大雨,8,1
2010/9/16,20.6,8,1,21.9,8,1,19.5,8,1,98.0,0,8,1,0,1,8,1,0,1,8,1,大雨一時曇,8,1,曇時々晴一時雨,8,1
2010/9/17,24.5,8,1,29.1,8,1,19.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴一時曇,8,1
2010/9/18,25.9,8,1,29.6,8,1,23.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇後一時晴,8,1
2010/9/19,26.0,8,1,29.7,8,1,22.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇時々晴,8,1
2010/9/20,25.9,8,1,28.8,8,1,24.3,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇時々晴一時雨,8,1
2010/9/21,27.8,8,1,31.7,8,1,23.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後晴,8,1,晴後時々薄曇,8,1
2010/9/22,28.1,8,1,32.7,8,1,24.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,曇一時晴,8,1
2010/9/23,19.8,8,1,24.8,8,1,16.8,8,1,59.5,0,8,1,0,1,8,1,0,1,8,1,大雨一時曇、雷を伴う,8,1,雨後一時曇,8,1
2010/9/24,18.3,8,1,20.2,8,1,15.8,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨,8,1
2010/9/25,17.8,8,1,22.0,8,1,13.9,8,1,17.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇後晴,8,1,快晴,8,1
2010/9/26,19.3,8,1,24.6,8,1,14.8,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,大雨,8,1
2010/9/27,16.3,8,1,17.8,8,1,15.6,8,1,54.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,大雨,8,1
2010/9/28,18.9,8,1,22.8,8,1,16.0,8,1,65.0,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇、雷を伴う,8,1,曇時々晴,8,1
2010/9/29,22.4,8,1,25.6,8,1,19.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後一時雨,8,1
2010/9/30,19.2,8,1,22.0,8,1,18.1,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇時々雨,8,1
2010/10/1,20.9,8,1,24.2,8,1,18.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇時々晴,8,1
2010/10/2,21.2,8,1,24.9,8,1,19.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時薄曇,8,1
2010/10/3,20.9,8,1,24.9,8,1,17.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後雨,8,1
2010/10/4,20.4,8,1,22.6,8,1,18.1,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時霧雨,8,1
2010/10/5,22.6,8,1,26.9,8,1,19.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後一時雨,8,1
2010/10/6,22.0,8,1,25.7,8,1,19.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2010/10/7,21.1,8,1,24.8,8,1,18.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2010/10/8,20.9,8,1,25.0,8,1,18.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,薄曇後一時雨,8,1
2010/10/9,17.5,8,1,19.1,8,1,16.7,8,1,30.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,大雨,8,1
2010/10/10,19.8,8,1,23.6,8,1,16.8,8,1,54.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇一時晴,8,1,晴,8,1
2010/10/11,23.4,8,1,28.3,8,1,17.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇時々晴一時雨,8,1
2010/10/12,22.5,8,1,25.8,8,1,19.6,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇後時々雨,8,1
2010/10/13,23.0,8,1,26.1,8,1,20.8,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴一時雨,8,1,曇後雨,8,1
2010/10/14,21.4,8,1,23.4,8,1,19.5,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇後雨,8,1
2010/10/15,21.3,8,1,23.6,8,1,19.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,曇一時雨,8,1
2010/10/16,21.4,8,1,24.8,8,1,18.6,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後曇,8,1
2010/10/17,20.9,8,1,23.3,8,1,18.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇後晴,8,1
2010/10/18,19.4,8,1,22.7,8,1,17.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇,8,1
2010/10/19,18.6,8,1,20.6,8,1,16.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時雨,8,1
2010/10/20,18.9,8,1,20.0,8,1,17.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇時々雨,8,1
2010/10/21,18.4,8,1,19.4,8,1,17.5,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨,8,1
2010/10/22,17.7,8,1,19.3,8,1,16.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時晴,8,1
2010/10/23,16.4,8,1,20.2,8,1,13.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2010/10/24,15.4,8,1,18.4,8,1,13.6,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨後一時曇,8,1
2010/10/25,17.9,8,1,21.4,8,1,14.1,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2010/10/26,16.7,8,1,19.8,8,1,12.2,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2010/10/27,12.6,8,1,15.8,8,1,10.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴後曇,8,1
2010/10/28,10.0,8,1,11.4,8,1,9.3,8,1,33.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨後曇,8,1
2010/10/29,13.9,8,1,16.1,8,1,10.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2010/10/30,12.3,8,1,14.6,8,1,11.0,8,1,58.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇一時雨,8,1
2010/10/31,15.9,8,1,18.1,8,1,14.5,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,大雨一時曇、雷を伴う,8,1
2010/11/1,16.6,8,1,19.6,8,1,14.2,8,1,50.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,晴一時曇,8,1
2010/11/2,16.6,8,1,20.7,8,1,12.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇時々晴,8,1
2010/11/3,14.6,8,1,18.7,8,1,11.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後時々曇,8,1
2010/11/4,12.1,8,1,15.0,8,1,9.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,快晴,8,1
2010/11/5,13.9,8,1,19.2,8,1,8.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/11/6,15.4,8,1,19.7,8,1,10.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2010/11/7,14.9,8,1,18.6,8,1,12.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,薄曇,8,1
2010/11/8,16.1,8,1,20.2,8,1,12.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2010/11/9,16.8,8,1,22.4,8,1,12.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/11/10,14.3,8,1,18.9,8,1,9.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2010/11/11,14.1,8,1,17.9,8,1,10.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2010/11/12,15.3,8,1,20.6,8,1,10.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後薄曇,8,1
2010/11/13,16.2,8,1,19.0,8,1,12.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇,8,1
2010/11/14,15.6,8,1,18.4,8,1,13.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,快晴,8,1
2010/11/15,11.9,8,1,16.0,8,1,7.1,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨時々曇後晴,8,1
2010/11/16,10.0,8,1,12.9,8,1,7.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々薄曇,8,1,曇後時々雨,8,1
2010/11/17,8.8,8,1,11.2,8,1,7.0,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨,8,1
2010/11/18,10.9,8,1,14.9,8,1,8.5,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/11/19,11.7,8,1,15.6,8,1,7.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,薄曇時々晴,8,1
2010/11/20,13.3,8,1,16.7,8,1,9.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴時々曇,8,1
2010/11/21,14.1,8,1,17.0,8,1,10.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇一時雨,8,1
2010/11/22,14.1,8,1,15.5,8,1,12.5,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨,8,1
2010/11/23,13.8,8,1,17.3,8,1,11.3,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇時々晴,8,1
2010/11/24,11.3,8,1,14.3,8,1,9.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴一時曇,8,1
2010/11/25,10.6,8,1,14.1,8,1,7.0,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,雨時々曇,8,1
2010/11/26,12.8,8,1,16.0,8,1,9.5,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2010/11/27,12.1,8,1,14.5,8,1,10.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,快晴,8,1
2010/11/28,13.1,8,1,19.7,8,1,7.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴一時薄曇,8,1
2010/11/29,12.3,8,1,16.0,8,1,7.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/11/30,12.2,8,1,15.3,8,1,8.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,薄曇,8,1
2010/12/1,13.5,8,1,17.3,8,1,9.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴時々薄曇,8,1
2010/12/2,13.9,8,1,17.7,8,1,9.5,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後大雨,8,1
2010/12/3,17.0,8,1,23.7,8,1,12.3,8,1,76.0,0,8,1,0,1,8,1,0,1,8,1,大雨後晴、雷を伴う,8,1,快晴,8,1
2010/12/4,12.4,8,1,16.4,8,1,9.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/12/5,11.7,8,1,16.3,8,1,7.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴時々曇,8,1
2010/12/6,12.9,8,1,16.7,8,1,9.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後薄曇,8,1
2010/12/7,12.2,8,1,15.9,8,1,8.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2010/12/8,9.2,8,1,13.3,8,1,6.3,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴時々曇一時雨,8,1
2010/12/9,9.1,8,1,13.2,8,1,5.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/12/10,10.6,8,1,13.1,8,1,7.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴時々曇一時雨,8,1
2010/12/11,13.1,8,1,18.4,8,1,5.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇後晴,8,1
2010/12/12,11.9,8,1,14.4,8,1,9.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇,8,1
2010/12/13,8.2,8,1,10.3,8,1,7.1,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨,8,1
2010/12/14,11.2,8,1,13.9,8,1,7.5,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴,8,1
2010/12/15,10.6,8,1,13.9,8,1,6.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後一時雨,8,1
2010/12/16,6.1,8,1,7.1,8,1,4.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴一時薄曇,8,1
2010/12/17,7.0,8,1,10.8,8,1,3.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
